timestamp,fenomena,penerangan
2025-12-23 02:34:00,Hujan meteor Ursid ,Fenomena ini aktif dari 17 hingga 26 Disember dengan kemuncaknya pada malam 2223 Disember 2025 dan dijangka 510 meteor sejam. Waktu terbaik untuk pemerhatian ialah selepas tengah malam hingga awal pagi.
2025-12-28 03:09:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 3:09 am.
2026-01-02 05:44:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 360,349 km
2026-01-03 18:02:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-01-04 00:00:00,Hujan Meteor Quadrantid,Hujan Meteor Quadrantids aktif dari 28 Disember 2025 hingga 12 Januari 2026, dengan kemuncak pada 34 Januari 2026 yang boleh mencapai sekitar 80 meteor sejam, tetapi cahaya Bulan Penuh dijangka mengurangkan kenampakan.
2026-01-04 01:15:00,Bumi pada Perihelion,Bumi berada pada kedudukan perihelion (jarak paling dekat dari Matahari) iaitu sejauh 147,099,894 km.
2026-01-10 16:34:00,Istiqbal / Oposisi Musytari,Berlaku apabila Bumi berada di antara planet Musytari dan Matahari, menjadikan Musytari paling hampir, dan kelihatan paling terang dan dapat dilihat sepanjang malam.
2026-01-10 23:48:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-01-14 04:47:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 405,438 km.
2026-01-19 03:51:00,Bulan Baru,Bulan Baru
2026-01-26 12:47:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-01-30 05:45:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 365,871 km.
2026-02-02 06:09:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-02-09 20:43:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-02-17 20:01:00,Bulan Baru,Bulan Baru
2026-02-11 00:51:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 404,576 km.
2026-02-20 02:00:00,Utarid pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 18.1°T. Utarid boleh kelihatan di langit Barat selepas Matahari terbenam. 
2026-02-24 20:27:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-02-25 07:03:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 370,133 km.
2026-03-03 19:33:00,Gerhana Bulan Penuh,Fasa Gerhana Bulan Penuh berlaku pada 7:04 petang hingga 8:02 malam. Gerhana Bulan maksimum berlaku pada 7:33 petang ketika Bulan baru terbit pada ketinggian 2° di atas ufuk Timur.
2026-03-03 19:37:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-03-10 21:43:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 404,384 km.
2026-03-11 17:38:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-03-19 09:23:00,Bulan Baru,Bulan Baru
2026-03-20 22:46:00,Ekuinoks Mac,Ekuinoks Mac ialah waktu apabila Matahari berada tepat di atas garisan Khatulistiwa, menyebabkan siang dan malam hampir sama panjang di seluruh dunia. Ia menandakan bermulanya musim bunga di Hemisfera Utara dan musim luruh di Hemisfera Selatan.
2026-03-22 19:43:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 366,859 km.
2026-03-26 03:17:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-04-02 10:11:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-04-04 09:16:00,Utarid pada Elongasi Paling Barat,Utarid pada elongasi paling barat iaitu pada 27°49'B. Utarid boleh kelihatan di langit Timur sebelum Matahari terbit. 
2026-04-07 16:30:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 404,970 km.
2026-04-10 12:51:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-04-17 19:51:00,Bulan Baru,Bulan Baru
2026-04-19 14:54:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 361,633 km.
2026-04-22 23:00:00,Hujan Meteor Lyrids,Hujan Meteor Lyrids aktif dari 14-30 April 2026, dengan kemuncaknya pada 2223 April 2026 yang boleh mencapai sekitar 18 meteor sejam. Kenampakkan sangat baik selepas Bulan fasa sukuan awal terbenam pada jam 12:08 am.
2026-04-24 10:31:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-05-02 01:23:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-05-05 06:30:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 405,839 km.
2026-05-07 02:00:00,Hujan Meteor Eta Aquarids,Hujan Meteor Eta Aquarids aktif dari 19 April hingga 28 Mei 2026, dengan kemuncaknya pada 67 Mei 2026 yang boleh mencapai sekitar 50 meteor sejam. Cahaya Bulan dijangka mengurangkan kenampakan.
2026-05-10 05:10:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-05-17 04:01:00,Bulan Baru,Bulan Baru
2026-05-17 21:47:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 358,077 km.
2026-05-28 17:16:00,Istiwa' Adzam,Fenomena ketika Matahari akan berada tegak di atas Kaabah.  Penentuan arah kiblat.
2026-05-23 19:10:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-05-31 16:45:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-06-01 12:33:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 406,366 km.
2026-06-08 18:00:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-06-15 07:20:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 357,198 km.
2026-06-15 10:54:00,Bulan Baru,Bulan Baru
2026-06-16 04:00:00,Utarid pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 24.5°T. Utarid boleh kelihatan di langit Barat selepas Matahari terbenam. 
2026-06-21 16:24:00,Soltis Jun,Matahari berada paling utara dari Bumi, tepat di atas Garisan Sartan pada 23.4° Utara menyebabkan terjadinya musim panas di Hemisfera Utara (siang panjang, malam pendek) dan musim sejuk di Hemisfera Selatan (siang pendek, malam panjang). Di Malaysia, perubahan ini tidak terlalu ketara, tetapi siang sedikit lebih lama dan Matahari kelihatan lebih tinggi di langit berbanding hari biasa.
2026-06-22 05:55:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-06-28 15:09:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 406,265 km.
2026-06-30 07:56:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-07-07 01:30:00,Bumi pada Aphelion,Bumi berada pada kedudukan aphelion (jarak paling jauh dari Matahari) iaitu sejauh 152,087,775 km.
2026-07-08 03:29:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-07-13 15:54:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 359,114 km.
2026-07-14 17:43:00,Bulan Baru,Bulan Baru
2026-07-16 17:28:00,Istiwa' Adzam,Fenomena ketika Matahari akan berada tegak di atas Kaabah.  Penentuan arah kiblat.
2026-07-21 19:05:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-07-26 00:45:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 405,548 km.
2026-07-29 22:35:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-07-30 20:00:00,Hujan Meteor Southern Delta-Aquariids,Hujan Meteor Southern Delta-Aquariids aktif dan boleh dilihat pada 12 Julai hingga 23 Ogos 2026 dengan kemuncak berlaku pada malam 30-31 Julai 2026 dengan kemungkinan sehingga 25 meteor sejam. Kenampakan hujan meteor terganggu dengan cahaya Bulan Purnama.
2026-08-02 16:00:00,Utarid pada Elongasi Paling Barat,Utarid pada elongasi paling timur iaitu pada 19.5°B. Utarid boleh kelihatan di langit Timur sebelum Matahari terbit. 
2026-08-06 10:21:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-08-10 19:13:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 363,286 km.
2026-08-13 00:00:00,Hujan Meteor Perseids,Hujan Meteor Perseids aktif pada 17 Julai hingga 24 Ogos 2026 dengan kemuncak berlaku pada tengah malam sehingga Subuh 13 Ogos 2026 yang boleh mencapai sekitar 100 meteor sejam. Kenampakan hujan meteor sangat baik kerana tiada gangguan cahaya Bulan.
2026-08-13 01:36:00,Bulan Baru,Bulan Baru
2026-08-15 14:00:00,Zuhrah Pada Elongasi Paling Timur,Zuhrah pada elongasi paling timur iaitu pada 45.9°T. Zuhrah boleh kelihatan di langit barat selepas Matahari terbenam. 
2026-08-20 10:46:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-08-22 16:21:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 404,642 km.
2026-08-28 12:18:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-09-04 15:51:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-09-07 04:42:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 368,259 km.
2026-09-11 11:26:00,Bulan Baru,Bulan Baru
2026-09-19 04:43:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-09-19 11:00:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 404,221 km.
2026-09-23 02:19:00,Ekuinoks September,Matahari berada di atas garisan Khatulistiwa dan akan terbit tepat di timur dan terbenam tepat di barat. Fenomena ini menandakan permulaan musim luruh di Hemisfera Utara dan musim bunga di Hemisfera Selatan. Ketika ini, siang dan malam hampir sama panjang di seluruh dunia.
2026-09-26 09:28:00,Istiqbal / Opposisi Neptun,Berlaku apabila Bumi berada di antara planet Neptun dan Matahari. Neptun akan disinari sepenuhnya oleh Matahari, menjadikannya paling terang. Waktu ini juga Neptun boleh dilihat sepanjang malam, paling sesuai untuk pencerapan tetapi ia terlalu malap dengan mata kasar dan memerlukan teleskop.
2026-09-27 00:49:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-10-02 04:57:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 369,335 km.
2026-10-03 21:25:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-10-04 20:21:00,Istiqbal / Opposisi Zuhal,Berlaku apabila Bumi berada di antara planet Zuhal dan Matahari, menjadikan Zuhal paling hampir, dan kelihatan paling terang dan dapat dilihat sepanjang malam.
2026-10-10 23:50:00,Bulan Baru,Bulan Baru
2026-10-12 13:50:00,Utarid pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 25.2°T. Utarid boleh kelihatan di langit Barat selepas Matahari terbenam. 
2026-10-17 06:55:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 404,643 km.
2026-10-19 00:12:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-10-21 23:00:00,Hujan Meteor Orionids,Hujan Meteor Orionids dapat disaksikan bermula 2 Oktober hingga 7 November. Kemuncaknya berlaku pada malam 21-22 Oktober 2026 dengan sekitar 20 meteor sejam. Kenampakan hujan meteor sangat baik selepas Bulan terbenam pada jam 3:31 pagi.
2026-10-26 12:11:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-10-29 02:08:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 364,408 km.
2026-11-02 04:28:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-11-09 15:02:00,Bulan Baru,Bulan Baru
2026-11-14 01:49:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 405,619 km.
2026-11-17 19:47:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-11-18 00:00:00,Hujan Meteor Leonids,Fenomena ini boleh dilihat dari 6-30 November 2026. Kemuncaknya berlaku pada malam 17-18 November dengan sekitar 15 meteor sejam. Kenampakan hujan meteor sangat baik selepas Bulan terbenam pada jam 1:23 pagi. Fenomena ini berasal daripada debu komet Tempel-Tuttle dan kadangkala menghasilkan ribut meteor yang menakjubkan.
2026-11-21 08:33:00,Utarid pada Elongasi Paling Barat,Utarid pada elongasi paling timur iaitu pada 19.6°B. Utarid boleh kelihatan di langit Timur sebelum Matahari terbit. 
2026-11-24 22:53:00,Bulan Penuh / Purnama,Bulan Penuh / Purnama
2026-11-26 05:02:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 359,348 km.
2026-11-26 06:33:00,Istiqbal / Opposisi Uranus,Berlaku apabila Bumi berada di antara Matahari dan planet Uranus, menjadikan ia paling hampir dan paling cerah sepanjang tahun serta boleh dilihat sepanjang malam. Namun, ia sukar dilihat dengan mata kasar dan hanya kelihatan sebagai titik kecil biru kehijauan walaupun menggunakan teleskop.
2026-12-01 14:08:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
2026-12-09 08:51:00,Bulan Baru,Bulan Baru
2026-12-11 14:45:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi, iaitu pada jarak 406,420 km.
2026-12-14 20:58:00,Hujan Meteor Geminid,Fenomena ini dapat disaksikan dari 420 Disember 2026. Kemuncaknya  berlaku pada malam 1415 Disember 2026, menghasilkan sekitar 150 meteor sejam. Kenampakan hujan meteor sangat baik kerana tiada gangguan cahaya Bulan.
2026-12-17 13:42:00,Bulan Sukuan Awal,Bulan Sukuan Awal
2026-12-21 23:03:00,Solstis Disember,Matahari berada paling jauh ke selatan, tepat di atas Garisan Jadi pada 23.5° Selatan. Ini menandakan musim sejuk bermula di Hemisfera Utara (siang pendek, malam panjang) dan musim panas bermula di Hemisfera Selatan (siang panjang, malam pendek). Di Malaysia, kesannya sangat kecil kerana dekat dengan Khatulistiwa.
2026-12-22 21:00:00,Hujan meteor Ursid ,Fenomena ini aktif dari 17 hingga 26 Disember dengan kemuncaknya pada malam 2223 Disember 2025 dan sekitar 10 meteor sejam. Waktu terbaik untuk pemerhatian ialah selepas Bulan terbenam pada jam 9:07 malam.
2026-12-24 09:28:00,Bulan Penuh / Purnama Perigee,Bulan Penuh Perigee bagi tahun 2026. Bulan akan kelihatan lebih besar dan lebih terang daripada biasa.
2026-12-24 16:29:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 356,652 km.
2026-12-31 02:59:00,Bulan Sukuan Akhir / Ketiga,Bulan Sukuan Akhir / Ketiga
